category,activity_code,met,suggested_spoons,activity_clean,activity_description,source
Winter Activities,19112,16.0,5,"Skiing, cross country, 12-16 mph, elite skier, racing","Skiing, cross country, 12-16 mph, elite skier, racing",2024 Adult Compendium of Physical Activities
Winter Activities,19115,9.5,5,"Skiing, cross-country skiing high-intensity training","Skiing, cross-country skiing high-intensity training",2024 Adult Compendium of Physical Activities
Winter Activities,19130,15.5,5,"Skiing, cross country, hard snow, uphill, maximum, snow mountaineering","Skiing, cross country, hard snow, uphill, maximum, snow mountaineering",2024 Adult Compendium of Physical Activities
Winter Activities,19135,13.3,5,"Skiing, cross-country, skating","Skiing, cross-country, skating",2024 Adult Compendium of Physical Activities
Winter Activities,19140,13.5,5,"Skiing, cross-country, biathlon, skating technique","Skiing, cross-country, biathlon, skating technique",2024 Adult Compendium of Physical Activities
Winter Activities,19142,12.8,5,"Biathlon training, 5 degree incline, 8 km/h (5 mph), with/without rifle","Biathlon training, 5 degree incline, 8 km/h (5 mph), with/without rifle",2024 Adult Compendium of Physical Activities
Winter Activities,19144,12.8,5,"Biathlon training, 5 degree incline, 10.7 km/h (5 mph), with/without rifle","Biathlon training, 5 degree incline, 10.7 km/h (5 mph), with/without rifle",2024 Adult Compendium of Physical Activities
Winter Activities,19146,9.3,5,"Skiing, slalom","Skiing, slalom",2024 Adult Compendium of Physical Activities
Winter Activities,19150,4.3,4,"Skiing, downhill, alpine or snowboarding, light effort, active time only","Skiing, downhill, alpine or snowboarding, light effort, active time only",2024 Adult Compendium of Physical Activities
Winter Activities,19160,6.3,5,"Skiing, downhill, alpine or snowboarding, moderate effort, general, active time only","Skiing, downhill, alpine or snowboarding, moderate effort, general, active time only",2024 Adult Compendium of Physical Activities
Winter Activities,19170,8.0,5,"Skiing, downhill, alpine or snowboarding, vigorous effort, active time only","Skiing, downhill, alpine or snowboarding, vigorous effort, active time only",2024 Adult Compendium of Physical Activities
Winter Activities,19174,7.3,5,"Skiing, Alpine skiing high-intensity training","Skiing, Alpine skiing high-intensity training",2024 Adult Compendium of Physical Activities
Winter Activities,19180,7.0,5,"Sledding, tobogganing, bobsledding, luge","Sledding, tobogganing, bobsledding, luge (Taylor Code 370)",2024 Adult Compendium of Physical Activities
Winter Activities,19190,5.3,4,"Snow shoeing, moderate effort","Snow shoeing, moderate effort",2024 Adult Compendium of Physical Activities
Winter Activities,19192,10.0,5,"Snow shoeing, vigorous effort","Snow shoeing, vigorous effort",2024 Adult Compendium of Physical Activities
Winter Activities,19200,3.8,3,"Snowmobiling, driving, moderate pace, flat land","Snowmobiling, driving, moderate pace, flat land",2024 Adult Compendium of Physical Activities
Winter Activities,19201,7.5,5,"Snowboarding, recreational, moderate pace, mountain","Snowboarding, recreational, moderate pace, mountain",2024 Adult Compendium of Physical Activities
Winter Activities,19202,2.0,2,"Snowmobiling, passenger, light","Snowmobiling, passenger, light",2024 Adult Compendium of Physical Activities
Winter Activities,19252,5.3,4,"Snow shoveling, by hand, moderate effort","Snow shoveling, by hand, moderate effort",2024 Adult Compendium of Physical Activities
Winter Activities,19254,7.5,5,"Snow shoveling, by hand, vigorous effort","Snow shoveling, by hand, vigorous effort",2024 Adult Compendium of Physical Activities
Winter Activities,19260,2.5,2,"Snow blower, walking and pushing","Snow blower, walking and pushing",2024 Adult Compendium of Physical Activities
Winter Activities,19300,12.5,5,"Skiing, roller, elite racers","Skiing, roller, elite racers",2024 Adult Compendium of Physical Activities
Winter Activities,19305,5.5,4,"Rollerskiing, 10 - 12.9 km/h, no incline","Rollerskiing, 10 - 12.9 km/h, no incline",2024 Adult Compendium of Physical Activities
Winter Activities,19310,6.8,5,"Rollerskiing, 13 - 16.9 km/h, no incline","Rollerskiing, 13 - 16.9 km/h, no incline",2024 Adult Compendium of Physical Activities
Winter Activities,19315,8.3,5,"Rollerskiing, 17 - 19.9 km/h, no incline","Rollerskiing, 17 - 19.9 km/h, no incline",2024 Adult Compendium of Physical Activities
Winter Activities,19320,10.5,5,"Rollerskiing, 20 - 23.9 km/h, no incline","Rollerskiing, 20 - 23.9 km/h, no incline",2024 Adult Compendium of Physical Activities
Winter Activities,19325,15.0,5,"Rollerskiing, 24 - 27.9 km/h, no incline","Rollerskiing, 24 - 27.9 km/h, no incline",2024 Adult Compendium of Physical Activities
Winter Activities,19330,12.5,5,"Rollerskiing, 10-15 km/h, 2-5 degree incline","Rollerskiing, 10-15 km/h, 2-5 degree incline",2024 Adult Compendium of Physical Activities
Winter Activities,19335,14.3,5,"Rollerskiing, 16-22 km/h, 2-5 degree incline","Rollerskiing, 16-22 km/h, 2-5 degree incline",2024 Adult Compendium of Physical Activities
Winter Activities,19340,12.3,5,"Rollerskiing, 6-9 km/h, 6-10 degree incline","Rollerskiing, 6-9 km/h, 6-10 degree incline",2024 Adult Compendium of Physical Activities
Winter Activities,19345,16.0,5,"Rollerskiing, >10 km/h, 6-10 degree incline","Rollerskiing, >10 km/h, 6-10 degree incline",2024 Adult Compendium of Physical Activities
Winter Activities,19400,9.0,5,"Mountaineering, downhill climbing, walking down with rope","Mountaineering, downhill climbing, walking down with rope",2024 Adult Compendium of Physical Activities
Winter Activities,19405,10.3,5,"Mountaineering, downhill climbing/cross-country skiing","Mountaineering, downhill climbing/cross-country skiing",2024 Adult Compendium of Physical Activities
Religious Activities,20000,1.0,1,"Sitting in church, in service, attending a ceremony, sitting quietly","Sitting in church, in service, attending a ceremony, sitting quietly",2024 Adult Compendium of Physical Activities
Religious Activities,20001,2.0,2,"Sitting, playing an instrument at church","Sitting, playing an instrument at church",2024 Adult Compendium of Physical Activities
Religious Activities,20005,1.8,2,"Sitting in church, talking or singing, attending a ceremony, sitting, active participation","Sitting in church, talking or singing, attending a ceremony, sitting, active participation",2024 Adult Compendium of Physical Activities
Religious Activities,20010,1.5,1,"Sitting, reading religious materials at home","Sitting, reading religious materials at home",2024 Adult Compendium of Physical Activities
Religious Activities,20015,1.3,1,"Standing quietly in church, attending a ceremony","Standing quietly in church, attending a ceremony",2024 Adult Compendium of Physical Activities
Religious Activities,20020,2.0,2,"Standing, singing in church, attending a ceremony, standing, active participation","Standing, singing in church, attending a ceremony, standing, active participation",2024 Adult Compendium of Physical Activities
Religious Activities,20025,1.3,1,"Kneeling in church or at home, praying","Kneeling in church or at home, praying",2024 Adult Compendium of Physical Activities
Religious Activities,20030,1.3,1,"Standing, talking in church","Standing, talking in church",2024 Adult Compendium of Physical Activities
Religious Activities,20035,2.0,2,Walking in church,Walking in church,2024 Adult Compendium of Physical Activities
Religious Activities,20036,2.0,2,"Walking, less than 2.0 mph, very slow","Walking, less than 2.0 mph, very slow",2024 Adult Compendium of Physical Activities
Religious Activities,20037,3.8,3,"Walking, 2.8 to 3.4 mph, moderate speed, not carrying anything","Walking, 2.8 to 3.4 mph, moderate speed, not carrying anything",2024 Adult Compendium of Physical Activities
Religious Activities,20038,4.8,4,"Walking, 3.5 to 3.9 mph, brisk speed, not carrying anything","Walking, 3.5 to 3.9 mph, brisk speed, not carrying anything",2024 Adult Compendium of Physical Activities
Religious Activities,20039,2.0,2,"Walk/stand combination for religious purposes, usher","Walk/stand combination for religious purposes, usher",2024 Adult Compendium of Physical Activities
Religious Activities,20040,5.0,4,"Praise with dance or run, spiritual dancing in church","Praise with dance or run, spiritual dancing in church",2024 Adult Compendium of Physical Activities
Religious Activities,20045,2.3,2,Serving food at church,Serving food at church,2024 Adult Compendium of Physical Activities
Religious Activities,20046,2.0,2,Preparing food at church,Preparing food at church,2024 Adult Compendium of Physical Activities
Religious Activities,20047,3.3,3,"Washing dishes, cleaning kitchen at church","Washing dishes, cleaning kitchen at church",2024 Adult Compendium of Physical Activities
Religious Activities,20050,1.5,1,Eating at church,Eating at church,2024 Adult Compendium of Physical Activities
Religious Activities,20055,2.0,2,"Eating/talking at church or standing eating, American Indian Feast days","Eating/talking at church or standing eating, American Indian Feast days",2024 Adult Compendium of Physical Activities
Religious Activities,20060,3.3,3,Cleaning church,Cleaning church,2024 Adult Compendium of Physical Activities
Religious Activities,20061,4.0,3,General yard work at church,General yard work at church,2024 Adult Compendium of Physical Activities
Religious Activities,20065,3.8,3,"Standing , moderate effort (e.g., lifting heavy objects, assembling at fast rate)","Standing , moderate effort (e.g., lifting heavy objects, assembling at fast rate)",2024 Adult Compendium of Physical Activities
Religious Activities,20095,4.5,4,"Standing, moderate-to-heavy effort, manual labor, lifting >= 50 lbs, heavy maintenance","Standing, moderate-to-heavy effort, manual labor, lifting >= 50 lbs, heavy maintenance",2024 Adult Compendium of Physical Activities
Religious Activities,20100,1.3,1,"Typing, electric, manual, or computer","Typing, electric, manual, or computer",2024 Adult Compendium of Physical Activities
Volunteer Activities,21000,1.3,1,"Sitting, meeting, general, and/or with talking involved","Sitting, meeting, general, and/or with talking involved",2024 Adult Compendium of Physical Activities
Volunteer Activities,21005,1.5,1,"Sitting, light office work, in general","Sitting, light office work, in general",2024 Adult Compendium of Physical Activities
Volunteer Activities,21010,2.5,2,"Sitting, moderate work","Sitting, moderate work",2024 Adult Compendium of Physical Activities
Volunteer Activities,21015,1.8,2,"Standing, light work (filing, talking, assembling)","Standing, light work (filing, talking, assembling)",2024 Adult Compendium of Physical Activities
Volunteer Activities,21016,2.0,2,"Sitting, child care, only active periods","Sitting, child care, only active periods",2024 Adult Compendium of Physical Activities
Volunteer Activities,21017,3.5,3,"Standing, child care, only active periods","Standing, child care, only active periods",2024 Adult Compendium of Physical Activities
Volunteer Activities,21018,3.5,3,"Walk/run play with children, moderate, only active periods","Walk/run play with children, moderate, only active periods",2024 Adult Compendium of Physical Activities
Volunteer Activities,21019,5.8,4,"Walk/run play with children, vigorous, only active periods","Walk/run play with children, vigorous, only active periods",2024 Adult Compendium of Physical Activities
Volunteer Activities,21020,3.3,3,"Standing, light/moderate work (e.g., pack boxes, assemble/repair, set up chairs/furniture)","Standing, light/moderate work (e.g., pack boxes, assemble/repair, set up chairs/furniture)",2024 Adult Compendium of Physical Activities
Volunteer Activities,21025,3.5,3,"Standing, moderate (e.g., lifting 50 lbs., assembling at fast rate)","Standing, moderate (e.g., lifting 50 lbs., assembling at fast rate)",2024 Adult Compendium of Physical Activities
Volunteer Activities,21030,4.5,4,"Standing, moderate/heavy work","Standing, moderate/heavy work",2024 Adult Compendium of Physical Activities
Volunteer Activities,21035,1.3,1,"Typing, electric, manual, or computer","Typing, electric, manual, or computer",2024 Adult Compendium of Physical Activities
Volunteer Activities,21040,2.3,2,"Walking, less than 2.0 mph, very slow","Walking, less than 2.0 mph, very slow",2024 Adult Compendium of Physical Activities
Volunteer Activities,21045,3.8,3,"Walking, 2.8 to 3.4 mph, moderate speed, not carrying anything","Walking, 2.8 to 3.4 mph, moderate speed, not carrying anything",2024 Adult Compendium of Physical Activities
Volunteer Activities,21050,4.8,4,"Walking, 3.5 to 3.9 mph, brisk speed, not carrying anything","Walking, 3.5 to 3.9 mph, brisk speed, not carrying anything",2024 Adult Compendium of Physical Activities
Volunteer Activities,21055,3.5,3,"Walking, 2.5 mph slowly and carrying objects less than 25 pounds","Walking, 2.5 mph slowly and carrying objects less than 25 pounds",2024 Adult Compendium of Physical Activities
Volunteer Activities,21060,4.5,4,"Walking, 3.0 mph moderately and carrying objects less than 25 pounds, pushing something","Walking, 3.0 mph moderately and carrying objects less than 25 pounds, pushing something",2024 Adult Compendium of Physical Activities
Volunteer Activities,21065,4.5,4,"Walking, 3.5 mph, briskly and carrying objects less than 25 pounds","Walking, 3.5 mph, briskly and carrying objects less than 25 pounds",2024 Adult Compendium of Physical Activities
Volunteer Activities,21070,3.0,3,"Walk/stand combination, for volunteer purposes","Walk/stand combination, for volunteer purposes",2024 Adult Compendium of Physical Activities
Video Games,22040,1.3,1,"Seated, video game, handheld controller (inactive)","Seated, video game, handheld controller (inactive)",2024 Adult Compendium of Physical Activities
Video Games,22120,1.5,1,"Video game, handheld controller (light effort)","Video game, handheld controller (light effort)",2024 Adult Compendium of Physical Activities
Video Games,22160,2.3,2,"Video game, light effort (Wii Fit, yoga, bowling, etc)","Video game, light effort (Wii Fit, yoga, bowling, etc)",2024 Adult Compendium of Physical Activities
Video Games,22200,3.0,3,"Active video game, motion sensing game/using upper body (light to moderate effort)","Active video game, motion sensing game/using upper body (light to moderate effort)",2024 Adult Compendium of Physical Activities
Video Games,22240,4.0,3,"Active video game, motion sensing game/using total body (moderate effort)","Active video game, motion sensing game/using total body (moderate effort)",2024 Adult Compendium of Physical Activities
Video Games,22280,5.0,4,"Active video game, motion sensing game/using total body (moderate-to-vigorous effort)","Active video game, motion sensing game/using total body (moderate-to-vigorous effort)",2024 Adult Compendium of Physical Activities
Video Games,22320,7.5,5,"Active video game, motion sensing game/using total body, exergames, workouts, dancing (vigorous effort)","Active video game, motion sensing game/using total body, exergames, workouts, dancing (vigorous effort)",2024 Adult Compendium of Physical Activities
Video Games,22360,9.8,5,"Conditioning/exercise virtual reality fitness, vigorous intensity","Conditioning/exercise virtual reality fitness, vigorous intensity",2024 Adult Compendium of Physical Activities
